_id,BUSINESS_TYPE_ID,BUSINESS_TYPE_DESC,FUEL_DISTRIBUTION_COMPANY_ID,FUEL_DISTRIBUTION_COMPANY_DESC,LPG_DISTRIBUTION_COMPANY_ID,LPG_DISTRIBUTION_COMPANY_DESC,FACILITY_TYPE_ID,FACILITY_TYPE_DESC,COUNTY_UAVT_CODE,COUNTY_NAME,NEIGHBORHOOD_UAVT_CODE,NEIGHBORHOOD_NAME,LATITUDE,LONGTITUDE
490,3,Lpg,-99,Bilinmiyor,10,Aygaz,1,Aktif,1886,BAYRAMPAŞA,40209,İSMET PAŞA,41.04098619,28.90970507
491,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1185,BEYKOZ,40241,ÇUBUKLU,41.09487573,29.09087267
492,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2015,TUZLA,40731,FATİH,40.91728049,29.35200438
493,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2052,ÇEKMEKÖY,40749,ALEMDAĞ,41.05215547,29.23965046
494,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,41.0795274,28.62598391
495,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1327,FATİH,99129,HASEKİ SULTAN,41.00707534,28.93679318
496,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40882,BAHÇELİEVLER,41.0179062,28.48309223
497,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1622,SİLİVRİ,40935,GÜMÜŞYAKA,41.08393012,28.03649832
498,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1708,ÜSKÜDAR,40786,BARBAROS,41.01651772,29.03016851
499,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2010,GÜNGÖREN,40506,MEHMET NESİH ÖZMEN,41.01724195,28.89044913
500,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40374,SAKARYA,41.06626839,28.94297153
501,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1186,BEYOĞLU,40294,ÖMER AVNİ,41.03532153,28.99380776
502,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2012,MALTEPE,40615,BAĞLARBAŞI,40.9291274,29.14617914
503,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2054,SANCAKTEPE,40763,SARIGAZİ,41.00791108,29.20168331
504,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1886,BAYRAMPAŞA,40206,TERAZİDERE,41.03408268,28.89697833
505,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40593,TEVFİKBEY,41.00999857,28.7943201
506,2,Akaryakıt Lpg,33,Pasifik,10,Aygaz,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,41.15802798,28.45400215
507,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,41.20384889,28.07676941
508,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1852,ÜMRANİYE,40748,ATAKENT,41.02308828,29.108036
509,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40211,KARTALTEPE,41.05569525,28.89676411
510,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40846,CUMHURİYET,41.01896944,28.63108952
511,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1604,SARIYER,191777,USKUMRUKÖY,41.19144222,29.03680574
512,1,Akaryakıt,22,KadOil,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,41.06504724,28.3209861
513,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,41.05192001,29.05209435
514,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1449,KARTAL,40556,CUMHURİYET,40.91051823,29.21605159
515,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,2014,SULTANBEYLİ,40956,AKŞEMSETTİN,40.95121784,29.29730485
516,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1659,ŞİLE,40959,ÇAVUŞ,41.15688719,29.6282651
517,2,Akaryakıt Lpg,27,Türkiye Petrol,-99,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40588,KARTALTEPE,41.00021027,28.80072929
518,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,40.91644049,29.1466845
519,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,1659,ŞİLE,191861,AHMETLİ,41.144407,29.5762935
520,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2051,BEYLİKDÜZÜ,40870,DEREAĞZI,40.98943024,28.61889796
521,2,Akaryakıt Lpg,12,Petrol Ofisi,28,Milangaz,1,Aktif,2049,ATAŞEHİR,40577,FERHATPAŞA,40.98135375,29.16506433
522,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40461,KAZIM KARABEKİR,41.0837214,28.90890001
523,2,Akaryakıt Lpg,31,Uspet,36,Petro Gaz,1,Aktif,1835,PENDİK,40633,BATI,40.87931655,29.22049877
524,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40546,ORTABAYIR,41.07888405,29.00292394
525,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1663,ŞİŞLİ,40697,HALİL RIFAT PAŞA,41.05653604,28.96513367
526,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.08185536,28.21834158
527,1,Akaryakıt,27,Türkiye Petrol,-99,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40359,ALİBEYKÖY,41.08344499,28.94887753
528,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1327,FATİH,99135,TOPKAPI,41.01813018,28.92844201
529,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2055,SULTANGAZİ,40465,CUMHURİYET,41.08989876,28.88303667
530,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1449,KARTAL,40567,SOĞANLIK YENİ,40.91082712,29.19910787
531,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1336,GAZİOSMANPAŞA,40463,KARAYOLLARI,41.08065521,28.90724531
532,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,40.92936189,29.12954455
533,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40196,ATAKÖY 7-8-9-10. KISIM,40.99171034,28.83805773
534,1,Akaryakıt,10,Opet,10,Aygaz,1,Aktif,2015,TUZLA,40731,FATİH,40.9316241,29.33890266
535,2,Akaryakıt Lpg,9,LukOil,3,Akpet Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,41.01634011,28.62590929
536,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40477,HABİBLER,41.12971549,28.83778866
537,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1852,ÜMRANİYE,98701,SARAY,41.02251645,29.11600808
538,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2054,SANCAKTEPE,98781,ATATÜRK,41.00851137,29.21597958
539,2,Akaryakıt Lpg,12,Petrol Ofisi,28,Milangaz,1,Aktif,1663,ŞİŞLİ,40708,PAŞA,41.04799605,28.9686015
540,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1327,FATİH,40397,İSKENDERPAŞA,41.01637965,28.94926326
541,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01976026,28.56367183
542,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,40.8862482,29.23630356
543,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40749,ALEMDAĞ,41.03967624,29.23452196
544,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1421,KADIKÖY,40528,19 MAYIS,40.97755127,29.097093
545,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1739,ZEYTİNBURNU,40836,VELİEFENDİ,40.99509797,28.89498736
546,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40208,YENİDOĞAN,41.03959059,28.9113182
547,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,40.89677383,29.20341709
548,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40751,EKŞİOĞLU,41.02688061,29.23974643
549,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1604,SARIYER,40680,YENİKÖY,41.1177242,29.06441979
550,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1835,PENDİK,40654,KURTKÖY,40.91494082,29.30364366
551,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2051,BEYLİKDÜZÜ,40873,KAVAKLI,40.98367542,28.64388918
552,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1604,SARIYER,40661,ÇAYIRBAŞI,41.15603424,29.03575604
553,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,41.02964793,28.86681223
554,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1327,FATİH,99141,ALİ KUŞÇU,41.0177712,28.95090075
555,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40555,CEVİZLİ,40.91117178,29.1816818
556,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2014,SULTANBEYLİ,40949,ABDURRAHMANGAZİ,40.97128421,29.25725831
557,2,Akaryakıt Lpg,12,Petrol Ofisi,37,Petrol Ofisi,1,Aktif,2012,MALTEPE,40618,GİRNE,40.93831269,29.14087701
558,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2010,GÜNGÖREN,40498,GENÇOSMAN,41.02832064,28.87822706
559,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,25,İpragaz,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.0142777,28.90059434
560,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1708,ÜSKÜDAR,40820,SELİMİYE,41.00983903,29.01226015
561,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,40.92344507,29.15101452
562,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2055,SULTANGAZİ,40471,50. YIL,41.08708975,28.86891506
563,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98703,ŞERİFALİ,40.99902935,29.15498896
564,2,Akaryakıt Lpg,14,Termopet Akaryakıt,25,İpragaz,1,Aktif,1237,ÇATALCA,40903,ATATÜRK,41.4101955,28.1854755
565,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2054,SANCAKTEPE,40775,MERVE,41.00720945,29.24424775
566,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1739,ZEYTİNBURNU,40836,VELİEFENDİ,40.9939861,28.89457035
567,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1708,ÜSKÜDAR,40781,ALTUNİZADE,41.0230893,29.04313523
568,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,41.04251084,28.84661452
569,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2012,MALTEPE,40623,ZÜMRÜTEVLER,40.93749563,29.14092765
570,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1739,ZEYTİNBURNU,40842,MERKEZEFENDİ,41.016299,28.91167162
571,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,140376,MİMAROBA,41.01046948,28.53174022
572,1,Akaryakıt,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1739,ZEYTİNBURNU,40840,KAZLIÇEŞME,40.98166199,28.89088175
573,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,40.98563868,29.20100302
574,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40177,BAHÇELİEVLER,41.00336557,28.86629591
575,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40524,ERENKÖY,40.97086977,29.08365389
576,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40176,100. YIL,41.05629933,28.85260992
577,1,Akaryakıt,32,Çekoil,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40921,YENİ,41.07231784,28.27391577
578,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,181492,MEVLANA,41.01431716,28.64691482
579,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40926,SEMİZKUMLAR,41.07527809,28.1328553
580,2,Akaryakıt Lpg,25,Starpet,29,Mogaz,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,40.92027741,29.14773205
581,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2048,ARNAVUTKÖY,40485,MAVİGÖL,41.2033959,28.75979455
582,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,41.00988951,28.83102794
583,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1185,BEYKOZ,191731,İSHAKLI,41.13278022,29.28257141
584,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1325,EYÜPSULTAN,40370,MİTHATPAŞA,41.16944965,28.90500865
585,1,Akaryakıt,21,Turkuaz,-99,Bilinmiyor,1,Aktif,1237,ÇATALCA,40916,KARACAKÖY MERKEZ,41.40368877,28.37736237
586,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,41.05196898,28.91129632
587,1,Akaryakıt,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40591,ATATÜRK,41.06029844,28.78955456
588,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2048,ARNAVUTKÖY,40908,YEŞİLBAYIR,41.13654881,28.6229764
589,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2050,BAŞAKŞEHİR,40585,ZİYA GÖKALP,41.0841354,28.78432275
590,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1185,BEYKOZ,40250,ACARLAR,41.12164292,29.14625501
591,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,41.08524513,28.97806908
592,2,Akaryakıt Lpg,20,Full,50,Full Gaz,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,40.88430941,29.2359367
593,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,2003,AVCILAR,40154,TAHTAKALE,41.05823633,28.73067151
594,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1782,BÜYÜKÇEKMECE,99334,ÇAKMAKLI,41.04084216,28.62583498
595,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1663,ŞİŞLİ,40692,ESKİŞEHİR,41.04468951,28.97831723
596,1,Akaryakıt,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40526,YENİSAHRA,40.99013038,29.08203929
597,2,Akaryakıt Lpg,9,LukOil,46,Akpet,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.03181525,28.65739379
598,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2055,SULTANGAZİ,40473,UĞUR MUMCU,41.10404414,28.86197178
599,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40589,GÜLTEPE,40.99291354,28.79361403
600,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1708,ÜSKÜDAR,40794,FERAH,41.0314481,29.07960182
601,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2050,BAŞAKŞEHİR,40581,BAŞAKŞEHİR,41.09846363,28.79100388
602,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,41.18201676,28.74285376
603,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40536,ÇELİKTEPE,41.08336653,28.99973039
604,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,41.01390184,28.82591129
605,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40592,İNÖNÜ,41.01578731,28.80376468
606,1,Akaryakıt,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1835,PENDİK,,,40.90179529,29.2470672
607,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1185,BEYKOZ,,,41.06738261,29.27611352
608,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1810,KAĞITHANE,40535,ÇAĞLAYAN,41.08103855,28.98676537
609,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1327,FATİH,99142,ZEYREK,41.01876263,28.95443025
610,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,1663,ŞİŞLİ,40706,MERKEZ,41.06569501,28.98749277
611,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1327,FATİH,40422,DERVİŞ ALİ,41.02980115,28.93902429
612,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2051,BEYLİKDÜZÜ,40869,ADNAN KAHVECİ,40.99610084,28.6252887
613,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,41.22622091,28.06378658
614,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,41.08161319,28.8962495
615,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1708,ÜSKÜDAR,40820,SELİMİYE,41.00831569,29.02304984
616,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1604,SARIYER,40704,MASLAK,41.11754302,29.02355514
617,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40921,YENİ,41.07458129,28.2617832
618,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40173,FEVZİ ÇAKMAK,41.04773828,28.85967769
619,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2015,TUZLA,40732,MESCİT,40.88408316,29.34923857
620,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40894,YAKUPLU,40.98881815,28.66760101
621,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2053,ESENYURT,40861,ARDIÇLI,41.04239594,28.6764123
622,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,41.03679069,28.8528852
623,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,41.03209046,28.80008994
624,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2050,BAŞAKŞEHİR,40872,BAHÇEŞEHİR 2. KISIM,41.06005547,28.68809499
625,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40471,50. YIL,41.09173674,28.86447997
626,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1185,BEYKOZ,40248,RÜZGARLIBAHÇE,41.09474789,29.09756142
627,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2005,BAHÇELİEVLER,40184,ÇOBANÇEŞME,40.99309489,28.82714527
628,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,1237,ÇATALCA,191791,GÖKÇEALİ,41.19727482,28.44551218
629,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1185,BEYKOZ,40237,GÜMÜŞSUYU,41.1278814,29.09614625
630,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,99358,MUSTAFA KEMAL PAŞA,41.19165865,28.73369324
631,2,Akaryakıt Lpg,12,Petrol Ofisi,37,Petrol Ofisi,1,Aktif,2053,ESENYURT,181488,BARBAROS HAYRETTİN PAŞA,41.0168531,28.63926464
632,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1449,KARTAL,40572,YUKARI,40.88918493,29.1811804
633,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2005,BAHÇELİEVLER,40182,KOCASİNAN MERKEZ,41.02069618,28.84041721
634,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40458,HÜRRİYET,41.06180709,28.90231997
635,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2053,ESENYURT,181492,MEVLANA,41.00649879,28.66754133
636,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,181522,KOZA,41.08044666,28.6524485
637,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40759,EMEK,41.00697284,29.18824372
638,1,Akaryakıt,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,41.06737905,28.64951142
639,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1186,BEYOĞLU,40265,YENİŞEHİR,41.04156691,28.97933781
640,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,41.00805522,28.89697717
641,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,40.96618877,29.10487218
642,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,2014,SULTANBEYLİ,40947,TURGUT REİS,40.96122581,29.28279741
643,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40190,YENİMAHALLE,40.98161978,28.88431083
644,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,41.01651655,28.81163703
645,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98688,CEMİL MERİÇ,41.01667932,29.14160235
646,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40935,GÜMÜŞYAKA,41.04359049,28.03589148
647,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40209,İSMET PAŞA,41.04060278,28.91167199
648,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1421,KADIKÖY,40529,KOZYATAĞI,40.96764901,29.10274261
649,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1186,BEYOĞLU,40302,KEÇECİ PİRİ,41.03833142,28.95672622
650,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40474,CEBECİ,41.10887447,28.85970541
651,1,Akaryakıt,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40172,FATİH,41.05473055,28.84050802
652,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,41.03370432,28.76812558
653,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40566,PETROL İŞ,40.89118955,29.17736785
654,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1186,BEYOĞLU,40279,İSTİKLAL,41.04063261,28.96738729
655,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1336,GAZİOSMANPAŞA,40461,KAZIM KARABEKİR,41.06957312,28.9164633
656,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40523,BOSTANCI,40.95732295,29.09763305
657,1,Akaryakıt,9,LukOil,-99,Bilinmiyor,1,Aktif,1663,ŞİŞLİ,40700,HUZUR,41.10294228,28.99991812
658,2,Akaryakıt Lpg,9,LukOil,46,Akpet,1,Aktif,2053,ESENYURT,181504,AKŞEMSEDDİN,41.02222481,28.70110036
659,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,40.99051733,28.71819777
660,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40531,KÜÇÜKBAKKALKÖY,40.98599295,29.10873277
661,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40459,BARBAROS HAYRETTİN PAŞA,41.07864913,28.89545498
662,3,Lpg,-99,Bilinmiyor,45,Yurt Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,41.08082731,28.89435742
663,2,Akaryakıt Lpg,15,Total,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40197,KARTALTEPE,40.99700685,28.87159734
664,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,41.05805477,28.83089764
